,GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,SHOT_RESULT,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,FGM,PTS,player_name,player_id
127,G21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25.0,5.0,2.0,3:58,6.2,0.0,1.0,22.8,3.0,missed,"Williams, Mo",P2590,9.3,0.0,0.0,brian roberts,P203148
128,G21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25.0,6.0,2.0,2:28,16.9,3.0,1.6,24.7,3.0,missed,"Young, Thaddeus",P201152,6.3,0.0,0.0,brian roberts,P203148
129,G21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25.0,7.0,2.0,0:02,,5.0,5.0,12.0,2.0,missed,"Williams, Mo",P2590,4.0,0.0,0.0,brian roberts,P203148
130,G21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25.0,8.0,3.0,7:46,13.3,3.0,2.2,24.9,3.0,made,"Williams, Mo",P2590,7.8,1.0,3.0,brian roberts,P203148
131,G21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25.0,9.0,3.0,3:59,7.0,4.0,3.6,5.3,2.0,made,"Young, Thaddeus",P201152,2.6,1.0,2.0,brian roberts,P203148
132,G21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25.0,10.0,3.0,2:27,13.3,8.0,6.4,20.5,2.0,made,"LaVine, Zach",P203897,6.2,1.0,2.0,brian roberts,P203148
133,G21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25.0,11.0,3.0,0:35,13.4,1.0,0.9,24.0,3.0,made,"LaVine, Zach",P203897,5.3,1.0,3.0,brian roberts,P203148
134,G21400611,"JAN 19, 2015 - CHA vs. MIN",H,W,25.0,12.0,3.0,0:03,,2.0,2.3,17.9,2.0,missed,"Daniels, Troy",P203584,2.7,0.0,0.0,brian roberts,P203148
135,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,1.0,1.0,10:34,19.7,0.0,1.1,4.2,2.0,missed,"Hibbert, Roy",P201579,1.6,0.0,0.0,brian roberts,P203148
136,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,2.0,1.0,9:57,15.0,11.0,10.0,19.4,2.0,missed,"Watson, CJ",P201228,2.4,0.0,0.0,brian roberts,P203148
137,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,3.0,1.0,4:16,10.6,0.0,0.4,17.7,2.0,missed,"West, David",P2561,5.8,0.0,0.0,brian roberts,P203148
138,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,4.0,1.0,1:01,18.2,4.0,6.2,16.1,2.0,missed,"Mahinmi, Ian",P101133,4.5,0.0,0.0,brian roberts,P203148
139,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,5.0,2.0,4:42,11.8,1.0,2.0,19.4,2.0,missed,"Sloan, Donald",P202388,3.2,0.0,0.0,brian roberts,P203148
140,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,6.0,2.0,1:36,23.0,0.0,0.7,22.3,2.0,made,"Sloan, Donald",P202388,13.0,1.0,2.0,brian roberts,P203148
141,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,7.0,2.0,0:03,,2.0,1.7,10.4,2.0,made,"Sloan, Donald",P202388,2.7,1.0,2.0,brian roberts,P203148
142,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,8.0,3.0,8:33,16.2,2.0,2.3,19.5,2.0,missed,"Watson, CJ",P201228,4.0,0.0,0.0,brian roberts,P203148
143,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,9.0,3.0,7:57,4.0,0.0,0.8,4.7,2.0,missed,"Hibbert, Roy",P201579,3.6,0.0,0.0,brian roberts,P203148
144,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,10.0,3.0,1:00,17.8,7.0,5.9,12.6,2.0,missed,"Sloan, Donald",P202388,2.7,0.0,0.0,brian roberts,P203148
145,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,11.0,3.0,0:01,,6.0,4.6,18.3,2.0,missed,"Rudez, Damjan",P204014,2.2,0.0,0.0,brian roberts,P203148
146,G21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9.0,12.0,5.0,2:22,9.7,14.0,12.7,8.1,2.0,missed,"Rudez, Damjan",P204014,0.9,0.0,0.0,brian roberts,P203148
147,G21400574,"JAN 14, 2015 - CHA vs. SAS",H,L,-5.0,1.0,1.0,0:56,11.8,0.0,0.0,23.2,2.0,made,"Joseph, Cory",P202709,4.0,1.0,2.0,brian roberts,P203148
148,G21400574,"JAN 14, 2015 - CHA vs. SAS",H,L,-5.0,2.0,2.0,11:08,20.3,4.0,3.2,24.2,3.0,missed,"Diaw, Boris",P2564,5.5,0.0,0.0,brian roberts,P203148
149,G21400574,"JAN 14, 2015 - CHA vs. SAS",H,L,-5.0,3.0,2.0,10:44,10.0,0.0,0.9,5.6,2.0,made,"Diaw, Boris",P2564,2.7,1.0,2.0,brian roberts,P203148
150,G21400574,"JAN 14, 2015 - CHA vs. SAS",H,L,-5.0,4.0,4.0,11:43,5.8,2.0,2.0,19.2,2.0,missed,"Parker, Tony",P2225,3.2,0.0,0.0,brian roberts,P203148
151,G21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28.0,1.0,1.0,2:49,20.3,1.0,1.7,24.3,3.0,missed,"Hardaway Jr., Tim",P203501,11.3,0.0,0.0,brian roberts,P203148
152,G21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28.0,2.0,2.0,7:59,16.9,4.0,4.2,15.0,2.0,missed,"Larkin, Shane",P203499,2.6,0.0,0.0,brian roberts,P203148
153,G21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28.0,3.0,2.0,7:03,2.9,1.0,1.6,24.2,3.0,missed,"Calderon, Jose",P101181,3.8,0.0,0.0,brian roberts,P203148
154,G21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28.0,4.0,2.0,6:11,8.7,2.0,2.8,7.4,2.0,made,"Aldrich, Cole",P202332,3.1,1.0,2.0,brian roberts,P203148
155,G21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28.0,5.0,4.0,9:41,6.5,2.0,2.4,20.4,2.0,made,"Hardaway Jr., Tim",P203501,7.8,1.0,2.0,brian roberts,P203148
156,G21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28.0,6.0,4.0,6:47,15.3,4.0,5.2,21.5,2.0,made,"Wear, Travis",P204037,5.5,1.0,2.0,brian roberts,P203148
157,G21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28.0,7.0,4.0,5:26,7.9,1.0,1.8,21.7,2.0,made,"Larkin, Shane",P203499,4.6,1.0,2.0,brian roberts,P203148
158,G21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28.0,8.0,4.0,1:53,12.8,2.0,2.6,18.5,2.0,made,"Wear, Travis",P204037,5.1,1.0,2.0,brian roberts,P203148
159,G21400535,"JAN 08, 2015 - CHA @ TOR",A,W,8.0,1.0,2.0,11:47,11.0,1.0,1.0,26.1,3.0,missed,"Williams, Lou",P101150,4.5,0.0,0.0,brian roberts,P203148
160,G21400535,"JAN 08, 2015 - CHA @ TOR",A,W,8.0,2.0,2.0,7:41,21.1,1.0,1.7,3.1,2.0,made,"Vasquez, Greivis",P202349,16.3,1.0,2.0,brian roberts,P203148
161,G21400535,"JAN 08, 2015 - CHA @ TOR",A,W,8.0,3.0,2.0,7:13,13.6,0.0,0.8,19.3,2.0,made,"Valanciunas, Jonas",P202685,7.2,1.0,2.0,brian roberts,P203148
162,G21400535,"JAN 08, 2015 - CHA @ TOR",A,W,8.0,4.0,2.0,5:19,6.1,3.0,5.1,21.5,2.0,missed,"Ross, Terrence",P203082,3.5,0.0,0.0,brian roberts,P203148
163,G21400535,"JAN 08, 2015 - CHA @ TOR",A,W,8.0,5.0,4.0,6:47,7.3,0.0,0.7,25.2,3.0,missed,"Ross, Terrence",P203082,4.2,0.0,0.0,brian roberts,P203148
164,G21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4.0,1.0,1.0,0:33,1.0,1.0,3.6,11.4,2.0,made,"Fredette, Jimmer",P202690,1.8,1.0,2.0,brian roberts,P203148
165,G21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4.0,2.0,2.0,10:22,16.0,8.0,7.4,17.6,2.0,missed,"Fredette, Jimmer",P202690,1.9,0.0,0.0,brian roberts,P203148
166,G21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4.0,3.0,2.0,7:57,11.4,2.0,3.6,24.3,3.0,made,"Fredette, Jimmer",P202690,4.8,1.0,3.0,brian roberts,P203148
167,G21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4.0,4.0,4.0,11:46,9.8,0.0,0.9,24.8,3.0,made,"Holiday, Jrue",P201950,4.9,1.0,3.0,brian roberts,P203148
168,G21400522,"JAN 07, 2015 - CHA vs. NOP",H,W,4.0,5.0,4.0,8:34,15.4,11.0,8.9,25.2,3.0,missed,"Fredette, Jimmer",P202690,4.0,0.0,0.0,brian roberts,P203148
169,G21400510,"JAN 05, 2015 - CHA @ BOS",A,W,9.0,1.0,2.0,11:23,6.5,2.0,3.4,19.3,2.0,missed,"Olynyk, Kelly",P203482,4.4,0.0,0.0,brian roberts,P203148
170,G21400510,"JAN 05, 2015 - CHA @ BOS",A,W,9.0,2.0,4.0,9:50,1.7,0.0,0.7,24.7,3.0,made,"Pressey, Phil",P203515,5.1,1.0,3.0,brian roberts,P203148
171,G21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8.0,1.0,2.0,9:25,18.7,0.0,0.8,22.6,3.0,missed,"Ridnour, Luke",P2557,6.9,0.0,0.0,brian roberts,P203148
172,G21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8.0,2.0,4.0,8:32,9.6,2.0,4.7,9.1,2.0,missed,"Oladipo, Victor",P203506,3.0,0.0,0.0,brian roberts,P203148
173,G21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8.0,3.0,4.0,7:33,13.1,1.0,1.8,17.0,2.0,made,"Oladipo, Victor",P203506,9.0,1.0,2.0,brian roberts,P203148
174,G21400495,"JAN 03, 2015 - CHA @ ORL",A,W,8.0,4.0,4.0,6:45,5.3,9.0,8.7,11.4,2.0,missed,"Vucevic, Nikola",P202696,2.7,0.0,0.0,brian roberts,P203148
175,G21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4.0,1.0,2.0,8:33,13.9,10.0,9.8,26.0,3.0,missed,"Dellavedova, Matthew",P203521,5.4,0.0,0.0,brian roberts,P203148
176,G21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4.0,2.0,2.0,6:26,14.0,11.0,8.4,18.0,2.0,made,"Dellavedova, Matthew",P203521,4.0,1.0,2.0,brian roberts,P203148
177,G21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4.0,3.0,2.0,5:18,7.6,1.0,2.3,21.0,2.0,made,"Thompson, Tristan",P202684,5.0,1.0,2.0,brian roberts,P203148
178,G21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19.0,1.0,2.0,7:03,9.3,0.0,0.8,22.0,3.0,made,"Brewer, Corey",P201147,8.9,1.0,3.0,brian roberts,P203148
179,G21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19.0,2.0,4.0,10:00,14.3,10.0,10.2,13.4,2.0,missed,"Terry, Jason",P1891,3.2,0.0,0.0,brian roberts,P203148
180,G21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19.0,3.0,4.0,8:52,0.3,3.0,6.1,21.5,2.0,missed,"Terry, Jason",P1891,2.5,0.0,0.0,brian roberts,P203148
181,G21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19.0,4.0,4.0,7:40,16.2,7.0,6.1,19.2,2.0,missed,"Smith, Josh",P2746,4.8,0.0,0.0,brian roberts,P203148
182,G21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19.0,5.0,4.0,7:08,14.7,0.0,0.7,22.5,3.0,missed,"Terry, Jason",P1891,3.4,0.0,0.0,brian roberts,P203148
183,G21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19.0,6.0,4.0,1:24,13.5,9.0,7.6,21.7,2.0,missed,"Canaan, Isaiah",P203477,8.9,0.0,0.0,brian roberts,P203148
184,G21400478,"DEC 31, 2014 - CHA @ HOU",A,L,-19.0,7.0,4.0,0:13,,3.0,3.3,27.1,3.0,missed,"Canaan, Isaiah",P203477,5.6,0.0,0.0,brian roberts,P203148
185,G21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10.0,1.0,2.0,11:37,16.9,8.0,6.9,19.2,2.0,made,"Marshall, Kendall",P203088,2.7,1.0,2.0,brian roberts,P203148
186,G21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10.0,2.0,2.0,10:21,20.5,0.0,1.2,25.3,3.0,missed,"Middleton, Khris",P203114,7.3,0.0,0.0,brian roberts,P203148
187,G21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10.0,3.0,2.0,5:12,4.8,1.0,3.0,15.8,2.0,made,"Dudley, Jared",P201162,2.5,1.0,2.0,brian roberts,P203148
188,G21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10.0,4.0,4.0,5:43,4.3,1.0,2.1,23.8,3.0,made,"Marshall, Kendall",P203088,5.3,1.0,3.0,brian roberts,P203148
189,G21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10.0,5.0,4.0,2:48,17.6,0.0,0.8,23.8,3.0,missed,"Middleton, Khris",P203114,5.5,0.0,0.0,brian roberts,P203148
190,G21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10.0,6.0,5.0,4:00,13.7,3.0,2.3,6.4,2.0,missed,"Mayo, O.J.",P201564,1.8,0.0,0.0,brian roberts,P203148
191,G21400459,"DEC 29, 2014 - CHA vs. MIL",H,L,-10.0,7.0,5.0,1:17,21.1,0.0,0.8,24.7,3.0,missed,"Mayo, O.J.",P201564,0.0,0.0,0.0,brian roberts,P203148
192,G21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8.0,1.0,2.0,11:51,13.8,9.0,9.3,23.9,3.0,made,"Payton, Elfrid",P203901,5.3,1.0,3.0,brian roberts,P203148
193,G21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8.0,2.0,2.0,8:49,12.5,0.0,0.8,23.2,3.0,missed,"Frye, Channing",P101112,5.5,0.0,0.0,brian roberts,P203148
194,G21400444,"DEC 27, 2014 - CHA vs. ORL",H,L,-8.0,3.0,2.0,8:14,14.6,11.0,9.2,19.7,2.0,missed,"Payton, Elfrid",P203901,4.5,0.0,0.0,brian roberts,P203148
195,G21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23.0,1.0,1.0,0:44,16.3,8.0,6.5,24.8,3.0,made,"Collison, Nick",P2555,9.3,1.0,3.0,brian roberts,P203148
196,G21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23.0,2.0,2.0,9:51,13.6,7.0,5.0,25.1,3.0,made,"Perkins, Kendrick",P2570,5.9,1.0,3.0,brian roberts,P203148
197,G21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23.0,3.0,2.0,7:21,11.8,12.0,13.5,12.9,2.0,missed,"Lamb, Jeremy",P203087,4.3,0.0,0.0,brian roberts,P203148
198,G21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23.0,4.0,4.0,11:17,9.4,1.0,1.3,16.5,2.0,made,"Jackson, Reggie",P202704,2.6,1.0,2.0,brian roberts,P203148
199,G21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23.0,5.0,4.0,10:18,9.3,1.0,1.5,23.0,2.0,missed,"Jackson, Reggie",P202704,2.9,0.0,0.0,brian roberts,P203148
200,G21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23.0,6.0,4.0,10:01,18.9,0.0,2.2,24.9,3.0,made,"Jackson, Reggie",P202704,16.4,1.0,3.0,brian roberts,P203148
201,G21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23.0,7.0,4.0,8:29,22.5,0.0,0.9,24.3,3.0,missed,"Jackson, Reggie",P202704,7.6,0.0,0.0,brian roberts,P203148
202,G21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23.0,8.0,4.0,6:21,20.7,0.0,1.0,25.3,3.0,missed,"Smith, Ish",P202397,6.3,0.0,0.0,brian roberts,P203148
203,G21400438,"DEC 26, 2014 - CHA @ OKC",A,L,-23.0,9.0,4.0,4:37,9.0,3.0,4.9,5.2,2.0,made,"Smith, Ish",P202397,1.1,1.0,2.0,brian roberts,P203148
204,G21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7.0,1.0,1.0,0:01,,2.0,1.4,32.9,3.0,missed,"Dudley, Jared",P201162,4.1,0.0,0.0,brian roberts,P203148
205,G21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7.0,2.0,2.0,8:49,14.4,3.0,3.0,20.5,2.0,made,"Marshall, Kendall",P203088,5.3,1.0,2.0,brian roberts,P203148
206,G21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7.0,3.0,2.0,7:01,18.5,7.0,5.8,2.0,2.0,missed,"Marshall, Kendall",P203088,2.1,0.0,0.0,brian roberts,P203148
207,G21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7.0,4.0,4.0,10:03,14.5,11.0,9.1,22.2,2.0,missed,"Marshall, Kendall",P203088,2.2,0.0,0.0,brian roberts,P203148
208,G21400423,"DEC 23, 2014 - CHA @ MIL",A,W,7.0,5.0,4.0,9:15,13.7,0.0,0.0,29.2,3.0,missed,"Marshall, Kendall",P203088,9.5,0.0,0.0,brian roberts,P203148
209,G21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28.0,1.0,2.0,11:23,13.5,12.0,8.5,21.3,2.0,made,"Faried, Kenneth",P202702,4.6,1.0,2.0,brian roberts,P203148
210,G21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28.0,2.0,2.0,10:57,16.3,7.0,6.5,10.5,2.0,missed,"Robinson, Nate",P101126,1.6,0.0,0.0,brian roberts,P203148
211,G21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28.0,3.0,2.0,8:07,12.0,0.0,11.2,13.8,2.0,missed,"Robinson, Nate",P101126,4.0,0.0,0.0,brian roberts,P203148
212,G21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28.0,4.0,4.0,4:07,18.8,6.0,4.2,0.9,2.0,made,"Harris, Gary",P203914,3.6,1.0,2.0,brian roberts,P203148
213,G21400409,"DEC 22, 2014 - CHA vs. DEN",H,W,28.0,5.0,4.0,0:54,20.4,3.0,3.5,26.4,3.0,made,"Nurkic, Jusuf",P203994,4.8,1.0,3.0,brian roberts,P203148
214,G21400395,"DEC 20, 2014 - CHA vs. UTA",H,W,18.0,1.0,2.0,11:34,9.0,0.0,0.7,24.3,3.0,made,"Exum, Dante",P203957,5.2,1.0,3.0,brian roberts,P203148
215,G21400395,"DEC 20, 2014 - CHA vs. UTA",H,W,18.0,2.0,2.0,6:39,17.4,5.0,6.3,16.4,2.0,missed,"Burke, Trey",P203504,3.2,0.0,0.0,brian roberts,P203148
216,G21400395,"DEC 20, 2014 - CHA vs. UTA",H,W,18.0,3.0,3.0,1:39,13.0,10.0,11.2,15.4,2.0,made,"Exum, Dante",P203957,1.8,1.0,2.0,brian roberts,P203148
217,G21400395,"DEC 20, 2014 - CHA vs. UTA",H,W,18.0,4.0,4.0,8:43,7.7,0.0,0.8,21.8,3.0,missed,"Exum, Dante",P203957,5.5,0.0,0.0,brian roberts,P203148
218,G21400384,"DEC 19, 2014 - CHA @ PHI",A,W,18.0,1.0,2.0,9:28,15.9,9.0,8.6,21.2,2.0,missed,"Wroten, Tony",P203100,4.2,0.0,0.0,brian roberts,P203148
219,G21400384,"DEC 19, 2014 - CHA @ PHI",A,W,18.0,2.0,2.0,7:22,12.8,0.0,0.8,23.9,3.0,made,"Carter-Williams, Michael",P203487,6.4,1.0,3.0,brian roberts,P203148
220,G21400384,"DEC 19, 2014 - CHA @ PHI",A,W,18.0,3.0,4.0,7:09,20.5,4.0,5.0,3.9,2.0,missed,"Wroten, Tony",P203100,2.8,0.0,0.0,brian roberts,P203148
221,G21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5.0,1.0,2.0,9:32,5.8,4.0,3.6,25.2,3.0,missed,"Thomas, Isaiah",P202738,10.0,0.0,0.0,brian roberts,P203148
222,G21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5.0,2.0,2.0,8:59,2.6,0.0,0.8,24.1,3.0,made,"Bledsoe, Eric",P202339,5.2,1.0,3.0,brian roberts,P203148
223,G21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5.0,3.0,2.0,6:35,10.0,1.0,2.3,16.9,2.0,missed,"Thomas, Isaiah",P202738,2.4,0.0,0.0,brian roberts,P203148
224,G21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5.0,4.0,4.0,11:30,21.7,0.0,0.9,23.8,3.0,made,"Thomas, Isaiah",P202738,13.1,1.0,3.0,brian roberts,P203148
225,G21400369,"DEC 17, 2014 - CHA vs. PHX",H,L,-5.0,5.0,4.0,9:49,15.7,12.0,8.3,26.3,3.0,missed,"Thomas, Isaiah",P202738,5.5,0.0,0.0,brian roberts,P203148
226,G21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9.0,1.0,2.0,9:58,14.8,10.0,9.5,17.2,2.0,made,"Irving, Kyrie",P202681,7.1,1.0,2.0,brian roberts,P203148
227,G21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9.0,2.0,2.0,9:18,4.1,3.0,6.0,22.6,2.0,missed,"Marion, Shawn",P1890,4.2,0.0,0.0,brian roberts,P203148
228,G21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9.0,3.0,2.0,4:56,19.7,0.0,0.9,25.0,3.0,made,"Varejao, Anderson",P2760,7.5,1.0,3.0,brian roberts,P203148
229,G21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9.0,4.0,4.0,9:38,8.1,0.0,0.8,24.3,3.0,missed,"Irving, Kyrie",P202681,4.4,0.0,0.0,brian roberts,P203148
230,G21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9.0,5.0,4.0,8:07,1.3,1.0,2.7,9.3,2.0,made,"James, LeBron",P2544,2.4,1.0,2.0,brian roberts,P203148
231,G21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9.0,6.0,4.0,6:41,14.5,9.0,7.6,20.4,2.0,missed,"James, LeBron",P2544,2.6,0.0,0.0,brian roberts,P203148
232,G21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27.0,1.0,1.0,0:05,1.9,0.0,2.0,26.0,3.0,made,"Bogdanovic, Bojan",P202711,2.8,1.0,3.0,brian roberts,P203148
233,G21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27.0,2.0,2.0,10:49,9.2,2.0,1.8,14.6,2.0,missed,"Jack, Jarrett",P101127,2.9,0.0,0.0,brian roberts,P203148
234,G21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27.0,3.0,2.0,8:00,16.5,9.0,8.0,25.0,3.0,made,"Jack, Jarrett",P101127,6.1,1.0,3.0,brian roberts,P203148
235,G21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27.0,4.0,4.0,9:17,14.7,0.0,1.1,23.6,3.0,missed,"Johnson, Joe",P2207,6.7,0.0,0.0,brian roberts,P203148
236,G21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27.0,5.0,4.0,7:58,16.9,9.0,6.8,23.8,3.0,made,"Bogdanovic, Bojan",P202711,6.0,1.0,3.0,brian roberts,P203148
237,G21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27.0,6.0,4.0,5:57,15.5,1.0,1.7,20.3,2.0,made,"Williams, Deron",P101114,3.9,1.0,2.0,brian roberts,P203148
238,G21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27.0,7.0,4.0,1:47,15.2,13.0,8.5,20.7,2.0,made,"Davies, Brandon",P203561,3.4,1.0,2.0,brian roberts,P203148
239,G21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6.0,1.0,2.0,8:09,11.2,0.0,0.7,24.7,3.0,missed,"Udrih, Beno",P2757,2.6,0.0,0.0,brian roberts,P203148
240,G21400334,"DEC 12, 2014 - CHA @ MEM",A,L,-6.0,2.0,4.0,10:17,16.0,11.0,10.3,21.7,2.0,missed,"Udrih, Beno",P2757,5.8,0.0,0.0,brian roberts,P203148
241,G21400316,"DEC 10, 2014 - CHA vs. BOS",H,W,9.0,1.0,2.0,9:23,15.6,9.0,7.6,6.3,2.0,missed,"Smart, Marcus",P203935,1.6,0.0,0.0,brian roberts,P203148
242,G21400316,"DEC 10, 2014 - CHA vs. BOS",H,W,9.0,2.0,2.0,7:02,16.0,8.0,7.3,8.1,2.0,made,"Olynyk, Kelly",P203482,2.5,1.0,2.0,brian roberts,P203148
243,G21400316,"DEC 10, 2014 - CHA vs. BOS",H,W,9.0,3.0,2.0,6:38,18.0,6.0,4.8,25.1,3.0,missed,"Turner, Evan",P202323,4.1,0.0,0.0,brian roberts,P203148
244,G21400316,"DEC 10, 2014 - CHA vs. BOS",H,W,9.0,4.0,4.0,9:23,13.0,1.0,1.6,18.4,2.0,made,"Pressey, Phil",P203515,3.9,1.0,2.0,brian roberts,P203148
245,G21400276,"DEC 05, 2014 - CHA vs. NYK",H,W,1.0,1.0,2.0,11:43,6.1,0.0,0.8,24.2,3.0,missed,"Larkin, Shane",P203499,4.1,0.0,0.0,brian roberts,P203148
246,G21400276,"DEC 05, 2014 - CHA vs. NYK",H,W,1.0,2.0,2.0,9:23,11.4,2.0,2.5,11.2,2.0,made,"Larkin, Shane",P203499,2.2,1.0,2.0,brian roberts,P203148
247,G21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7.0,1.0,1.0,0:01,,4.0,3.4,41.6,3.0,missed,"Brooks, Aaron",P201166,6.0,0.0,0.0,brian roberts,P203148
248,G21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7.0,2.0,2.0,8:55,11.4,2.0,2.2,13.5,2.0,missed,"Brooks, Aaron",P201166,2.5,0.0,0.0,brian roberts,P203148
249,G21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7.0,3.0,2.0,6:38,11.4,11.0,12.6,12.9,2.0,missed,"Brooks, Aaron",P201166,3.4,0.0,0.0,brian roberts,P203148
250,G21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7.0,4.0,2.0,0:06,,20.0,16.5,4.9,2.0,missed,"Gasol, Pau",P2200,3.5,0.0,0.0,brian roberts,P203148
251,G21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7.0,5.0,4.0,11:50,13.2,1.0,1.5,10.8,2.0,missed,"Noah, Joakim",P201149,5.7,0.0,0.0,brian roberts,P203148
252,G21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7.0,6.0,4.0,10:33,15.3,0.0,1.1,24.5,3.0,missed,"Hinrich, Kirk",P2550,5.2,0.0,0.0,brian roberts,P203148
253,G21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7.0,7.0,4.0,9:46,6.0,0.0,0.9,22.1,3.0,made,"Brooks, Aaron",P201166,6.7,1.0,3.0,brian roberts,P203148
